order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,kmeans_cluster,hierarchical_cluster
3898,Men,Basketball,LeBron 20,L,1.0,,0.07,0.0,2025/02/27,Retail,Hyd,1353.92,2,1
3899,Men,Basketball,Zoom Freak,L,1.0,,0.75,0.0,,Retail,Pune,-579.76,2,2
3900,Men,Basketball,Zoom Freak,M,3.0,9599.44,,0.0,01-11-2024,Retail,Delhi,-553.3,1,2
3904,Kids,Soccer,Phantom GT,L,2.0,7775.87,,0.0,2025-05-28,Retail,Bangalore,1143.11,1,1
3906,Men,Lifestyle,Dunk Low,XL,4.0,7588.77,0.14,26105.37,2024/09/04,Online,hyderbad,3435.73,3,0
3907,Women,Running,React Infinity,L,3.0,,,0.0,,Retail,Delhi,3362.1,4,3
3908,Women,Running,Free RN,,0.0,3253.63,,0.0,18-03-2025,Retail,Kolkata,389.71,2,4
3911,Men,Soccer,Premier III,M,1.0,5598.98,,0.0,2025/05/07,Retail,Mumbai,3070.67,0,1
3912,Kids,Basketball,LeBron 20,L,-1.0,6977.03,,0.0,31-05-2025,Online,Pune,-670.41,2,4
3913,Kids,Training,ZoomX Invincible,XL,1.0,5255.09,,0.0,2024-06-12,Retail,Delhi,2941.84,0,1
3914,Kids,Soccer,Tiempo Legend,XL,2.0,,,0.0,2024/10/29,Retail,Delhi,1253.02,1,1
3915,Men,Running,Free RN,M,2.0,7962.36,,0.0,12-03-2025,Online,Pune,3067.47,4,1
3916,Women,Soccer,Premier III,L,3.0,,,0.0,,Retail,Kolkata,1315.69,1,3
3917,Women,Running,React Infinity,L,0.0,4726.33,,0.0,2024-10-02,Online,Pune,3551.31,0,5
2032,Kids,Lifestyle,Waffle One,6,-1.0,,,0.0,2025/03/08,Retail,Bangalore,2281.5,0,5
3923,Men,Basketball,LeBron 20,XL,0.0,2187.01,,0.0,21-01-2025,Online,Kolkata,-197.46,2,4
3925,Kids,Basketball,LeBron 20,M,2.0,,0.23,0.0,19-04-2025,Retail,hyderbad,36.04,1,2
3926,Men,Lifestyle,Dunk Low,XL,2.0,4791.86,,0.0,2024-11-08,Online,Mumbai,2972.86,4,1
3928,Men,Running,Pegasus Turbo,,2.0,5636.21,0.74,2930.83,,Retail,Delhi,-984.86,1,2
3929,Kids,Running,Free RN,,1.0,4199.97,0.9,420.0,14-05-2025,Retail,Mumbai,-861.44,2,2
3932,Kids,Training,SuperRep Go,L,4.0,4520.97,0.54,8318.58,2025/06/10,Retail,Bangalore,1289.36,5,0
3933,Men,Training,SuperRep Go,XL,4.0,,,0.0,2025-01-25,Online,Pune,1348.54,4,3
3936,Kids,Lifestyle,Blazer Mid,M,3.0,3544.33,,0.0,2023-07-28,Retail,Pune,1983.5,4,3
3938,Kids,Training,SuperRep Go,8,1.0,2823.65,,0.0,,Online,Kolkata,1933.98,0,1
3941,Men,Soccer,Phantom GT,,0.0,9789.2,,0.0,,Online,Pune,1829.77,0,5
3942,Men,Lifestyle,Blazer Mid,M,1.0,3283.25,,0.0,2024-04-27,Online,Delhi,-938.81,2,2
3943,Women,Soccer,Tiempo Legend,,0.0,7253.3,0.45,0.0,,Retail,Bangalore,3857.9,0,5
3946,Men,Training,SuperRep Go,,-1.0,,,0.0,2024-08-23,Retail,Kolkata,3250.78,0,5
3947,Men,Training,SuperRep Go,,2.0,,,0.0,2024/07/29,Retail,Kolkata,3354.76,4,1
2042,Kids,Soccer,Tiempo Legend,L,4.0,8290.97,,0.0,30-12-2024,Online,Delhi,-84.8,1,2
3955,Kids,Training,SuperRep Go,XL,3.0,,,0.0,16-01-2025,Retail,Pune,1798.76,4,3
3956,Women,Lifestyle,Air Force 1,,2.0,,,0.0,06-03-2025,Online,Hyd,2842.28,4,1
3958,Women,Lifestyle,Dunk Low,,4.0,8614.93,,0.0,2024-03-23,Retail,Kolkata,-312.44,1,2
3959,Kids,Lifestyle,Dunk Low,M,4.0,6091.98,,0.0,12-01-2025,Retail,Mumbai,2494.96,4,3
2041,Kids,Soccer,Tiempo Legend,M,-1.0,4414.63,,0.0,2025-02-27,Online,Bangalore,1709.18,0,5
3963,Men,Soccer,Mercurial Superfly,XL,1.0,6698.41,,0.0,,Retail,Mumbai,-245.76,2,2
3964,Women,Training,ZoomX Invincible,XL,-1.0,,,0.0,2025/01/03,Retail,Kolkata,117.6,2,4
3967,Women,Lifestyle,Waffle One,,0.0,,,0.0,,Online,Bangalore,-806.4,2,4
3970,Men,Soccer,Phantom GT,L,0.0,9990.8,,0.0,2025-06-29,Retail,Kolkata,3351.31,0,5
3972,Men,Running,Pegasus Turbo,XL,1.0,,,0.0,2024/12/20,Retail,bengaluru,1990.32,0,1
3973,Kids,Running,React Infinity,M,2.0,,,0.0,,Online,Bangalore,-475.2,1,2
3974,Men,Lifestyle,Dunk Low,L,4.0,,,0.0,2024-03-22,Retail,Delhi,97.6,1,2
3975,Women,Soccer,Tiempo Legend,M,3.0,,,0.0,22-03-2025,Retail,Mumbai,1293.38,1,3
3976,Men,Training,SuperRep Go,L,4.0,7534.51,1.05,-1506.9,12-12-2024,Retail,Delhi,778.13,1,3
3977,Men,Soccer,Mercurial Superfly,L,0.0,7483.74,0.21,0.0,2025/05/11,Online,Delhi,2545.49,0,5
3978,Women,Training,Flex Trainer,,2.0,9847.52,,0.0,2024-09-11,Retail,Delhi,754.75,1,1
3979,Men,Training,ZoomX Invincible,M,3.0,,0.5,0.0,11-06-2025,Online,Pune,896.9,1,3
3983,Kids,Lifestyle,Waffle One,L,4.0,,0.22,0.0,,Online,Pune,633.64,1,3
3984,Women,Training,SuperRep Go,,4.0,,,0.0,,Retail,Pune,486.8,1,3
2048,Kids,Basketball,Air Jordan,XL,2.0,8918.66,1.19,-3389.09,2024-02-14,Retail,Delhi,1889.03,4,3
3986,Kids,Running,Air Zoom,L,1.0,,,0.0,2024/11/10,Retail,Mumbai,681.84,2,1
3987,Kids,Basketball,Zoom Freak,L,2.0,,,0.0,2024/08/18,Retail,Hyd,3908.61,4,1
3988,Kids,Lifestyle,Blazer Mid,M,4.0,7945.46,0.67,10488.01,10-10-2024,Online,Pune,3698.62,5,0
3989,Men,Training,Metcon 7,L,-1.0,,,0.0,2024/10/20,Online,bengaluru,1005.26,2,4
3990,Kids,Basketball,Air Jordan,11,0.0,,,0.0,,Online,Kolkata,2974.82,0,5
3991,Men,Training,ZoomX Invincible,,0.0,,0.1,0.0,19-07-2025,Online,bengaluru,97.51,2,4
3992,Men,Lifestyle,Dunk Low,XL,-1.0,4431.62,,0.0,2025/01/13,Online,Pune,-907.76,2,4
3993,Kids,Lifestyle,Blazer Mid,7,-1.0,,,0.0,25-04-2025,Retail,Hyd,1060.98,2,4
3994,Kids,Basketball,Air Jordan,,4.0,,,0.0,2025-04-12,Retail,bengaluru,-97.39,1,2
3995,Men,Lifestyle,Air Force 1,11,-1.0,,0.47,0.0,,Online,Delhi,3242.46,0,5
3996,Men,Running,React Infinity,,2.0,,,0.0,,Online,bengaluru,2919.12,4,1
3997,Women,Lifestyle,Waffle One,M,4.0,,,0.0,2024-01-24,Retail,Hyderabad,-484.62,1,2
4000,Women,Basketball,Air Jordan,M,-1.0,,0.11,0.0,2025/01/09,Retail,Kolkata,309.79,2,4
4007,Kids,Soccer,Premier III,XL,0.0,,,0.0,10-01-2025,Retail,Pune,1746.06,0,5
4008,Men,Basketball,LeBron 20,9,3.0,7737.27,0.07,21586.98,2023-12-15,Retail,Hyderabad,180.31,3,0
2046,Men,Training,ZoomX Invincible,M,-1.0,5091.2,,0.0,10-07-2025,Retail,Pune,1544.79,0,5
4011,Women,Running,Air Zoom,M,4.0,4909.56,,0.0,2025-07-04,Retail,Bangalore,2934.53,4,3
4013,Women,Basketball,LeBron 20,10,2.0,3794.99,,0.0,2025/07/04,Online,hyderbad,1398.9,4,1
4015,Men,Lifestyle,Air Force 1,L,4.0,5505.76,,0.0,2025/07/05,Online,bengaluru,1194.93,1,3
4019,Women,Soccer,Tiempo Legend,10,-1.0,,0.66,0.0,2024-10-27,Online,bengaluru,171.8,2,4
4023,Women,Running,Free RN,XL,0.0,2376.12,0.76,0.0,2024-11-28,Online,hyderbad,1267.41,2,4
4024,Men,Training,Metcon 7,M,0.0,,,0.0,29-08-2024,Retail,bengaluru,-738.85,2,4
4026,Men,Basketball,Zoom Freak,XL,0.0,3731.78,1.12,0.0,17-02-2025,Online,Hyderabad,-885.09,2,4
4028,Women,Running,Pegasus Turbo,9,3.0,,1.06,0.0,12-01-2025,Retail,Delhi,2568.4,4,3
4031,Men,Soccer,Phantom GT,,2.0,4272.26,0.83,1452.57,,Retail,Kolkata,1977.91,4,1
4033,Men,Lifestyle,Blazer Mid,L,4.0,4398.68,0.27,12844.15,,Retail,Bangalore,3573.92,5,0
2020,Men,Running,Air Zoom,12,2.0,5614.96,,0.0,2025/03/05,Online,Kolkata,671.98,1,1
4036,Men,Soccer,Mercurial Superfly,M,-1.0,,0.07,0.0,,Online,Mumbai,2718.34,0,5
4041,Men,Running,Pegasus Turbo,,2.0,,,0.0,2024/09/09,Online,Mumbai,3221.72,4,1
4042,Kids,Lifestyle,Air Force 1,9,0.0,2566.15,,0.0,,Online,hyderbad,-198.88,2,4
4043,Kids,Running,Air Zoom,,4.0,5235.22,0.51,10261.03,28-05-2025,Online,hyderbad,3321.49,5,0
4044,Women,Training,Flex Trainer,,0.0,6687.28,,0.0,2024/08/07,Online,Pune,2636.12,0,5
4047,Men,Running,Air Zoom,12,2.0,,,0.0,,Retail,Kolkata,56.56,1,2
2046,Kids,Running,React Infinity,,2.0,,0.71,0.0,,Online,Delhi,63.74,1,2
4053,Women,Soccer,Phantom GT,6,2.0,,,0.0,02-03-2025,Retail,Pune,21.13,1,2
4059,Kids,Basketball,Air Jordan,L,1.0,9700.41,1.24,-2328.1,03-02-2025,Retail,Delhi,1000.57,2,1
4060,Women,Soccer,Tiempo Legend,L,-1.0,8655.46,0.9,-865.55,20-08-2024,Online,Pune,3159.11,0,5
4062,Men,Basketball,Zoom Freak,M,0.0,,0.48,0.0,17-05-2025,Online,Mumbai,505.51,2,4
4063,Kids,Lifestyle,Air Force 1,L,0.0,,0.38,0.0,,Online,Mumbai,-617.86,2,4
4064,Men,Basketball,Air Jordan,L,4.0,,0.38,0.0,2024/09/24,Retail,Hyd,587.63,1,3
4066,Kids,Running,React Infinity,L,4.0,6599.26,0.85,3959.56,29-06-2025,Retail,Bangalore,3344.47,4,1
4067,Men,Soccer,Mercurial Superfly,M,4.0,7408.31,,0.0,17-05-2025,Online,bengaluru,1974.4,4,3
4068,Men,Soccer,Tiempo Legend,10,-1.0,,,0.0,,Online,Pune,1280.59,2,4
4071,Men,Lifestyle,Blazer Mid,,-1.0,,1.06,0.0,,Retail,bengaluru,1112.91,2,4
4073,Kids,Training,Flex Trainer,M,2.0,5732.59,,0.0,2024/11/30,Online,Kolkata,3353.3,4,1
4075,Kids,Running,Free RN,XL,-1.0,,,0.0,2025/05/30,Online,Delhi,2484.0,0,5
4084,Kids,Running,Air Zoom,7,-1.0,2108.04,,0.0,,Retail,Kolkata,-1087.34,2,4
4085,Men,Lifestyle,Dunk Low,L,4.0,,1.19,0.0,21-01-2025,Online,bengaluru,1897.69,4,3
4086,Women,Running,Air Zoom,XL,3.0,4537.02,,0.0,2025-04-03,Online,Pune,-195.0,1,2
4088,Men,Training,Flex Trainer,M,2.0,5649.73,0.41,6666.68,16-03-2025,Retail,Mumbai,1548.1,5,0
4092,Women,Lifestyle,Air Force 1,XL,-1.0,9861.8,,0.0,2024/10/23,Online,Delhi,48.02,2,4
4093,Women,Lifestyle,Waffle One,11,4.0,8888.58,,0.0,,Retail,Kolkata,2944.03,4,3
4095,Men,Running,Free RN,XL,1.0,7129.09,,0.0,,Online,Pune,1993.16,0,1
4098,Men,Lifestyle,Waffle One,L,0.0,,,0.0,2024/09/11,Retail,Bangalore,2371.45,0,5
4102,Men,Basketball,LeBron 20,,-1.0,,,0.0,20-06-2025,Retail,Mumbai,1310.35,2,4
4104,Kids,Basketball,Zoom Freak,11,2.0,,,0.0,16-07-2025,Online,bengaluru,3999.21,4,1
4107,Kids,Running,React Infinity,L,2.0,,,0.0,2025/04/27,Retail,hyderbad,779.19,1,1
4108,Kids,Running,Pegasus Turbo,L,2.0,2767.55,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07,5,1
4110,Men,Training,Metcon 7,M,2.0,,0.41,0.0,2024/08/26,Retail,Hyderabad,3387.91,4,1
4111,Women,Lifestyle,Waffle One,L,-1.0,4934.05,0.83,-838.79,26-11-2024,Retail,bengaluru,2377.84,0,5
4112,Women,Running,React Infinity,L,-1.0,6254.85,,0.0,2025/04/22,Online,Delhi,2093.68,0,5
4113,Kids,Basketball,Zoom Freak,L,2.0,6435.66,1.05,-643.57,12-05-2025,Online,Bangalore,3372.49,4,1
4114,Kids,Training,Metcon 7,XL,4.0,4307.83,,0.0,2025/07/13,Retail,bengaluru,-233.59,1,2
4118,Kids,Basketball,LeBron 20,XL,4.0,5355.64,,0.0,21-05-2025,Retail,Mumbai,-538.94,1,2
4121,Kids,Training,ZoomX Invincible,6,0.0,2763.46,1.0,0.0,07-11-2024,Retail,bengaluru,-399.33,2,4
4122,Kids,Lifestyle,Dunk Low,11,1.0,,,0.0,2025/06/18,Retail,Mumbai,-261.43,2,2
4124,Kids,Basketball,LeBron 20,M,1.0,,0.0,0.0,2023-10-16,Online,Delhi,477.62,2,1
4127,Women,Running,Free RN,L,-1.0,4690.15,0.49,-2391.98,2024-12-21,Online,Kolkata,1331.92,2,4
4133,Men,Basketball,Air Jordan,L,3.0,4105.06,,0.0,09-11-2024,Online,Mumbai,1015.38,1,3
4134,Women,Training,ZoomX Invincible,12,1.0,,1.11,0.0,,Retail,Delhi,2535.71,0,1
4135,Men,Training,SuperRep Go,,2.0,3860.5,,0.0,14-10-2024,Retail,Delhi,1756.3,4,1
4139,Women,Training,Flex Trainer,,0.0,6465.53,,0.0,31-12-2024,Online,Kolkata,-279.09,2,4
4140,Women,Running,Air Zoom,XL,-1.0,,,0.0,2025-04-28,Online,Bangalore,3381.94,0,5
4142,Kids,Training,Flex Trainer,L,-1.0,2840.97,0.87,-369.33,,Online,Bangalore,3836.65,0,5
4144,Men,Training,ZoomX Invincible,XL,-1.0,2335.82,,0.0,,Online,bengaluru,304.78,2,4
4145,Kids,Soccer,Tiempo Legend,M,2.0,,,0.0,,Retail,Delhi,285.95,1,1
4147,Men,Basketball,Zoom Freak,L,1.0,7659.09,,0.0,2024/11/26,Online,Delhi,106.35,2,2
4148,Kids,Soccer,Phantom GT,7,3.0,5943.25,,0.0,18-07-2025,Retail,Pune,-900.4,1,2
4149,Women,Training,SuperRep Go,10,4.0,5716.52,,0.0,2024/09/14,Retail,Pune,274.76,1,3
4152,Men,Basketball,Kyrie Flytrap,XL,1.0,,,0.0,2024/08/07,Online,Mumbai,1011.99,2,1
4153,Women,Running,Pegasus Turbo,,2.0,,,0.0,2025/02/13,Retail,Kolkata,2255.74,4,1
4154,Women,Soccer,Tiempo Legend,L,-1.0,,,0.0,,Online,bengaluru,2963.38,0,5
4155,Kids,Training,Flex Trainer,M,-1.0,8736.2,0.94,-524.17,,Retail,bengaluru,547.28,2,4
4157,Men,Basketball,Zoom Freak,XL,3.0,,,0.0,2025-07-09,Retail,Delhi,-699.76,1,2
4159,Women,Running,React Infinity,XL,2.0,8683.8,,0.0,,Online,Delhi,3914.69,4,1
4162,Men,Training,SuperRep Go,XL,1.0,3782.59,,0.0,,Online,Pune,1401.88,0,1
4164,Men,Soccer,Tiempo Legend,XL,0.0,2196.67,,0.0,2025/07/21,Online,Bangalore,-1088.9,2,4
4165,Women,Training,SuperRep Go,XL,1.0,,0.26,0.0,2024-11-20,Online,Bangalore,2194.38,0,1
4166,Women,Soccer,Phantom GT,8,0.0,,,0.0,05-03-2025,Online,Delhi,-512.77,2,4
4167,Men,Basketball,Kyrie Flytrap,XL,-1.0,3354.93,,0.0,,Retail,Hyd,3486.85,0,5
4168,Kids,Running,Free RN,10,4.0,,,0.0,2024-06-09,Retail,Mumbai,3282.84,4,3
4172,Women,Soccer,Mercurial Superfly,L,1.0,,,0.0,21-01-2025,Retail,bengaluru,155.61,2,2
4176,Women,Training,ZoomX Invincible,M,1.0,,,0.0,2023-09-02,Retail,Hyderabad,2254.67,0,1
4181,Women,Running,Free RN,M,3.0,,,0.0,2025-04-05,Retail,Delhi,-564.63,1,2
4182,Men,Lifestyle,Dunk Low,XL,1.0,9335.57,,0.0,02-12-2024,Retail,Mumbai,1135.38,2,1
4183,Men,Lifestyle,Air Force 1,11,2.0,8647.63,,0.0,23-03-2025,Retail,Pune,-443.83,1,2
4185,Women,Training,ZoomX Invincible,6,3.0,,,0.0,2025-02-01,Online,hyderbad,2562.05,4,3
4187,Women,Training,Flex Trainer,L,0.0,5363.84,0.95,0.0,,Retail,hyderbad,1194.42,2,4
2050,Kids,Soccer,Tiempo Legend,,0.0,,,0.0,2023-09-30,Online,Pune,1182.9,2,4
2043,Men,Training,Flex Trainer,XL,4.0,,0.12,0.0,,Online,Pune,-809.91,1,2
4193,Kids,Basketball,Kyrie Flytrap,XL,1.0,,,0.0,04-12-2024,Online,Mumbai,1192.66,2,1
4197,Men,Running,React Infinity,XL,4.0,7560.6,,0.0,,Online,Kolkata,1415.35,4,3
4201,Kids,Running,React Infinity,L,3.0,,,0.0,2025-05-09,Retail,Kolkata,1412.54,4,3
4202,Men,Training,SuperRep Go,L,4.0,4996.25,,0.0,2025/05/16,Online,Pune,299.85,1,3
4209,Women,Running,Air Zoom,M,1.0,,,0.0,2023-12-03,Online,Kolkata,3222.58,0,1
4210,Kids,Training,SuperRep Go,M,3.0,,,0.0,,Retail,Mumbai,2738.04,4,3
4211,Men,Basketball,Air Jordan,9,0.0,,1.09,0.0,19-04-2025,Online,Hyderabad,-253.76,2,4
4212,Men,Running,React Infinity,XL,3.0,,0.9,0.0,2023-07-29,Online,Kolkata,3556.86,4,3
4213,Men,Lifestyle,Dunk Low,L,0.0,,,0.0,2024-05-26,Retail,Delhi,1165.42,2,4
4215,Men,Training,Flex Trainer,XL,3.0,7213.51,,0.0,2025/07/13,Online,Kolkata,960.82,1,3
4216,Kids,Lifestyle,Waffle One,M,-1.0,4989.15,,0.0,23-02-2025,Online,Delhi,3445.94,0,5
4220,Kids,Lifestyle,Dunk Low,M,2.0,2290.64,0.84,733.0,31-01-2025,Retail,Delhi,608.16,1,1
4223,Kids,Soccer,Mercurial Superfly,L,1.0,,0.31,0.0,2025-02-04,Retail,bengaluru,-1152.37,2,2
4226,Women,Lifestyle,Waffle One,,-1.0,,,0.0,17-01-2025,Online,Delhi,2918.69,0,5
4228,Kids,Training,SuperRep Go,L,3.0,,,0.0,2025/05/12,Retail,Kolkata,-448.12,1,2
4229,Kids,Running,Free RN,XL,4.0,,,0.0,2025/06/20,Online,Pune,3470.61,4,3
4231,Kids,Lifestyle,Blazer Mid,XL,2.0,6652.23,1.09,-1197.4,2024-01-08,Online,Pune,-780.66,1,2
4232,Women,Soccer,Tiempo Legend,10,0.0,,,0.0,,Online,bengaluru,-532.52,2,4
4233,Women,Soccer,Mercurial Superfly,,1.0,3895.52,,0.0,,Retail,Bangalore,3856.45,0,1
4235,Kids,Basketball,Zoom Freak,,4.0,3417.98,,0.0,18-04-2025,Online,Bangalore,2112.47,4,3
4237,Men,Basketball,LeBron 20,L,1.0,,,0.0,2025/02/15,Online,Delhi,572.58,2,1
4238,Men,Soccer,Phantom GT,XL,2.0,6489.35,,0.0,2024-12-14,Online,Hyderabad,-321.44,1,2
4244,Men,Training,Metcon 7,XL,2.0,,0.54,0.0,,Retail,bengaluru,161.88,1,2
4245,Kids,Basketball,Zoom Freak,M,3.0,,0.17,0.0,12-12-2024,Online,Delhi,2445.12,4,3
4247,Kids,Training,Flex Trainer,M,1.0,,0.69,0.0,26-02-2025,Retail,Kolkata,1585.72,0,1
4249,Kids,Training,Flex Trainer,L,1.0,2902.95,0.6,1161.18,2024/10/11,Retail,bengaluru,-855.08,2,2
4251,Kids,Basketball,LeBron 20,M,1.0,,0.59,0.0,2024-01-07,Retail,Mumbai,354.2,2,1
2019,Men,Running,Free RN,XL,2.0,8072.86,,0.0,,Online,Kolkata,1387.97,4,1
4255,Women,Running,React Infinity,,1.0,,,0.0,,Retail,Kolkata,2584.67,0,1
4256,Women,Soccer,Tiempo Legend,XL,4.0,,0.52,0.0,2024-12-18,Online,Hyd,-782.15,1,2
4258,Kids,Lifestyle,Dunk Low,L,-1.0,4189.36,,0.0,2024-06-10,Retail,Pune,1276.34,2,4
4260,Women,Lifestyle,Waffle One,,3.0,6058.38,,0.0,,Online,Kolkata,258.08,1,2
4262,Women,Basketball,LeBron 20,XL,0.0,,,0.0,2025/04/18,Online,Mumbai,-975.63,2,4
4263,Men,Running,React Infinity,,3.0,4641.58,,0.0,2025/06/30,Retail,Delhi,2049.32,4,3
4264,Kids,Lifestyle,Air Force 1,M,-1.0,6012.55,,0.0,2024-01-11,Online,Delhi,783.79,2,4
4266,Men,Lifestyle,Waffle One,XL,3.0,,,0.0,2025-07-04,Online,Mumbai,-898.11,1,2
4267,Women,Basketball,Zoom Freak,L,0.0,4101.5,0.28,0.0,,Retail,Pune,2289.05,0,5
4268,Men,Lifestyle,Waffle One,L,1.0,6321.98,,0.0,,Online,Mumbai,-557.35,2,2
4269,Kids,Basketball,Zoom Freak,L,2.0,,,0.0,,Online,Pune,672.46,1,1
4273,Kids,Soccer,Phantom GT,7,3.0,3407.16,,0.0,20-01-2025,Retail,Mumbai,1161.05,1,3
4276,Men,Basketball,Kyrie Flytrap,11,3.0,,,0.0,2025-02-05,Retail,bengaluru,-1109.4,1,2
4283,Men,Training,ZoomX Invincible,M,1.0,9649.36,0.95,482.47,2025-02-26,Retail,bengaluru,1158.69,2,1
4285,Kids,Lifestyle,Waffle One,,4.0,,,0.0,28-11-2024,Retail,Pune,3380.53,4,3
4287,Kids,Lifestyle,Waffle One,6,0.0,,,0.0,,Retail,Kolkata,-157.55,2,4
4290,Kids,Lifestyle,Blazer Mid,,-1.0,,,0.0,2025-01-25,Retail,Kolkata,698.53,2,4
4292,Men,Training,ZoomX Invincible,L,2.0,,0.23,0.0,24-11-2024,Online,Delhi,1328.75,1,1
4293,Women,Basketball,Kyrie Flytrap,XL,0.0,,,0.0,20-03-2025,Retail,Delhi,635.45,2,4
4295,Women,Basketball,Air Jordan,10,4.0,4469.12,,0.0,15-03-2025,Retail,Mumbai,-1033.41,1,2
4296,Women,Lifestyle,Waffle One,7,3.0,4121.58,,0.0,,Online,Mumbai,3702.74,4,3
4298,Men,Running,React Infinity,,4.0,,0.37,0.0,13-08-2024,Online,Mumbai,1574.59,4,3
4309,Women,Training,Metcon 7,M,0.0,,0.12,0.0,2025/06/18,Online,Pune,-9.44,2,4
4310,Kids,Basketball,Zoom Freak,XL,0.0,9745.69,0.16,0.0,17-06-2025,Retail,Delhi,138.5,2,4
4311,Men,Training,SuperRep Go,L,3.0,,0.46,0.0,2023-08-16,Retail,bengaluru,2595.51,4,3
4314,Kids,Lifestyle,Blazer Mid,,4.0,8823.88,,0.0,2025/07/22,Online,Hyd,573.58,1,3
4315,Women,Lifestyle,Dunk Low,M,4.0,4080.51,,0.0,2024-03-04,Retail,Pune,3322.21,4,3
4318,Women,Basketball,Kyrie Flytrap,11,-1.0,,,0.0,16-10-2024,Retail,Kolkata,883.91,2,4
2027,Men,Training,SuperRep Go,L,0.0,,0.08,0.0,2024-11-14,Retail,Kolkata,126.1,2,4
4324,Women,Soccer,Tiempo Legend,7,0.0,,,0.0,,Retail,Mumbai,920.34,2,4
4326,Women,Lifestyle,Air Force 1,XL,0.0,9604.84,0.31,0.0,2024-06-06,Retail,Delhi,-143.11,2,4
4327,Men,Training,SuperRep Go,,-1.0,6348.4,,0.0,15-12-2024,Retail,Pune,1249.15,2,4
2003,Men,Lifestyle,Blazer Mid,M,3.0,,0.36,0.0,16-08-2024,Retail,Delhi,1884.04,4,3
4330,Kids,Lifestyle,Air Force 1,M,1.0,4087.76,,0.0,17-07-2025,Retail,bengaluru,-831.23,2,2
4331,Women,Training,SuperRep Go,,2.0,4574.53,0.04,8783.1,2025-01-03,Retail,Kolkata,3534.47,5,0
4336,Men,Soccer,Phantom GT,XL,-1.0,7120.57,0.09,-6479.72,,Retail,Pune,1916.22,0,4
4347,Men,Lifestyle,Dunk Low,12,-1.0,9440.95,,0.0,2025-03-10,Retail,Hyd,2945.56,0,5
4350,Men,Soccer,Phantom GT,M,0.0,,,0.0,2024-05-30,Online,Delhi,2515.85,0,5
4351,Men,Soccer,Mercurial Superfly,M,0.0,,,0.0,2024-08-19,Online,Pune,3303.1,0,5
4352,Men,Running,Pegasus Turbo,9,-1.0,9332.64,0.57,-4013.04,2025-01-10,Retail,Kolkata,-238.9,2,4
4353,Men,Soccer,Premier III,M,-1.0,,,0.0,,Retail,Bangalore,1665.83,0,5
4354,Men,Soccer,Premier III,,-1.0,6908.65,,0.0,2025/03/08,Retail,Kolkata,720.09,2,4
4356,Men,Soccer,Phantom GT,M,1.0,9557.32,,0.0,,Online,Delhi,1465.63,0,1
4358,Kids,Basketball,LeBron 20,XL,2.0,,0.43,0.0,2024/10/18,Online,Mumbai,2538.97,4,1
4363,Kids,Basketball,Air Jordan,L,2.0,,0.75,0.0,24-11-2024,Online,Delhi,-1071.83,1,2
4368,Women,Soccer,Tiempo Legend,M,3.0,5481.64,1.18,-2960.09,12-10-2024,Retail,Delhi,2234.28,4,3
4370,Women,Running,Pegasus Turbo,L,2.0,5046.05,0.38,6257.1,13-10-2024,Retail,Mumbai,2530.73,5,1
4371,Men,Lifestyle,Blazer Mid,7,0.0,2042.87,1.25,0.0,22-11-2024,Retail,hyderbad,510.02,2,4
4374,Women,Basketball,Zoom Freak,XL,3.0,,,0.0,2024/11/19,Retail,Pune,-1129.38,1,2
4375,Women,Training,ZoomX Invincible,L,-1.0,,0.45,0.0,12-06-2025,Online,Kolkata,-693.38,2,4
4378,Men,Training,Flex Trainer,,4.0,2620.09,,0.0,2024-08-29,Online,Mumbai,263.16,1,3
4379,Women,Lifestyle,Air Force 1,9,3.0,,,0.0,,Online,hyderbad,974.37,1,3
4380,Men,Soccer,Phantom GT,M,1.0,,0.57,0.0,,Online,Pune,3456.67,0,1
4382,Kids,Soccer,Mercurial Superfly,,2.0,,,0.0,2024/11/24,Retail,Hyd,3659.71,4,1
4386,Kids,Basketball,Zoom Freak,,2.0,3432.35,0.34,4530.7,14-06-2025,Online,bengaluru,2576.11,5,1
4387,Women,Lifestyle,Dunk Low,,4.0,2616.9,,0.0,27-03-2025,Retail,Delhi,3770.94,4,3
4389,Women,Basketball,Zoom Freak,M,0.0,9304.56,,0.0,2025/07/06,Online,Kolkata,2773.13,0,5
4395,Kids,Running,Air Zoom,M,2.0,5282.31,,0.0,20-04-2025,Online,Mumbai,3365.61,4,1
4396,Kids,Soccer,Phantom GT,,2.0,2392.41,,0.0,30-01-2025,Online,Pune,1592.95,4,1
4397,Men,Running,React Infinity,9,-1.0,,,0.0,08-05-2025,Retail,Delhi,-671.54,2,4
4398,Men,Soccer,Premier III,XL,2.0,,,0.0,2024-06-29,Online,Delhi,1971.9,4,1
4400,Women,Lifestyle,Air Force 1,M,4.0,7798.57,0.28,22459.88,27-05-2025,Retail,Kolkata,1334.4,3,0
4402,Women,Soccer,Premier III,,1.0,,0.38,0.0,2024/11/19,Online,Mumbai,2429.57,0,1
4403,Kids,Basketball,Kyrie Flytrap,L,0.0,3086.75,,0.0,27-08-2024,Online,Pune,-681.62,2,4
